brand,model,year,km_driven,fuel_type,transmission,number_of_owners,location,selling_price
Toyota,Camry,2021,88323,Diesel,Automatic,First,Bangalore,7.68
Maruti Suzuki,Swift,2023,187214,CNG,Manual,First,Delhi,1.83
Maruti Suzuki,Ertiga,2008,169944,Petrol,Automatic,Second,Hyderabad,0.6
Ford,EcoSport,2021,165448,Petrol,Automatic,First,Jaipur,2.64
Renault,Duster,2021,147712,LPG,Manual,Second,Jaipur,1.42
Mahindra,Thar,2016,31437,Diesel,Manual,First,Lucknow,1.92
Mahindra,Scorpio,2021,132129,Diesel,Manual,First,Lucknow,2.27
Tata,Tiago,2010,92681,Diesel,Automatic,Second,Ahmedabad,0.95
Toyota,Etios,2017,12903,Diesel,Manual,First,Delhi,4.04
Toyota,Urban Cruiser,2020,31863,Petrol,Automatic,First,Mumbai,5.36
Honda,Accord,2010,48381,Diesel,Manual,First,Ahmedabad,3.03
Nissan,X-Trail,2018,33548,Electric,Manual,First,Delhi,5.85
Ford,Fiesta,2009,186028,Diesel,Manual,First,Chennai,0.77
Maruti Suzuki,Baleno,2015,16467,Petrol,Automatic,First,Chennai,1.8
Ford,Endeavour,2022,62954,CNG,Manual,First,Delhi,5.38
Mahindra,Bolero,2020,28901,Petrol,Manual,Second,Chennai,2.14
Mahindra,XUV300,2023,192055,Petrol,Automatic,First,Hyderabad,2.19
Hyundai,Creta,2023,28301,LPG,Automatic,First,Pune,6.13
Tata,Nexon,2010,129686,Petrol,Automatic,First,Lucknow,0.93
Toyota,Etios,2013,90180,LPG,Manual,Third,Pune,0.82
Chevrolet,Captiva,2023,74903,Diesel,Manual,Second,Chennai,3.54
Ford,Endeavour,2009,108955,Diesel,Manual,Third,Delhi,1.33
Mahindra,Marazzo,2014,152276,Diesel,Automatic,First,Kolkata,0.82
Nissan,X-Trail,2020,24755,Petrol,Manual,First,Bangalore,4.35
Honda,WR-V,2011,64817,Diesel,Manual,Second,Bangalore,1.87
Maruti Suzuki,Alto,2016,7093,Electric,Automatic,First,Chennai,2.6
Tata,Nexon,2021,101319,CNG,Manual,First,Kolkata,1.85
Nissan,Sunny,2017,27940,Diesel,Manual,First,Delhi,2.41
Tata,Punch,2016,180112,Electric,Manual,First,Pune,1.01
Hyundai,i20,2014,173394,Petrol,Manual,Second,Pune,0.74
Chevrolet,Tavera,2022,133714,Petrol,Manual,First,Ahmedabad,2.17
Mahindra,KUV100,2019,96544,Petrol,Automatic,First,Delhi,2.39
Honda,Jazz,2015,89437,Diesel,Automatic,Third,Ahmedabad,1.22
Nissan,Evalia,2010,97969,CNG,Manual,First,Ahmedabad,1.0
Tata,Nexon,2018,112001,Diesel,Manual,First,Chennai,1.68
Toyota,Glanza,2012,92725,LPG,Manual,Third,Hyderabad,0.82
Hyundai,Venue,2009,120784,Diesel,Automatic,First,Hyderabad,1.2
Toyota,Urban Cruiser,2017,115675,Petrol,Manual,Second,Mumbai,1.76
Honda,CR-V,2023,99266,Petrol,Automatic,First,Mumbai,7.44
Nissan,Micra,2014,14236,LPG,Automatic,Second,Ahmedabad,1.01
Hyundai,Tucson,2020,77597,Petrol,Manual,Third,Mumbai,3.75
Nissan,Magnite,2015,139974,Diesel,Manual,First,Bangalore,0.9
Mahindra,Thar,2016,104656,Petrol,Manual,First,Pune,1.46
Renault,Pulse,2018,39364,Petrol,Manual,First,Ahmedabad,1.89
Hyundai,Venue,2018,112071,Diesel,Manual,First,Kolkata,1.97
Toyota,Yaris,2014,99410,Petrol,Manual,Second,Kolkata,1.5
Honda,BR-V,2017,156168,LPG,Manual,First,Chennai,1.44
Chevrolet,Tavera,2022,148092,Diesel,Manual,First,Chennai,2.31
Mahindra,XUV500,2023,63473,Diesel,Manual,Second,Hyderabad,3.71
Renault,Lodgy,2017,49153,Diesel,Manual,First,Pune,1.72
Chevrolet,Cruze,2020,177349,Diesel,Manual,Second,Ahmedabad,1.27
Maruti Suzuki,Ciaz,2015,43502,LPG,Automatic,First,Pune,1.61
Mahindra,KUV100,2019,20675,Petrol,Automatic,First,Lucknow,2.67
Honda,CR-V,2016,160437,Petrol,Manual,First,Hyderabad,1.77
Tata,Harrier,2013,123384,Petrol,Manual,Fourth & Above,Lucknow,0.55
Hyundai,i20,2019,83229,LPG,Manual,First,Lucknow,1.85
Nissan,Magnite,2023,94049,Electric,Manual,First,Kolkata,5.37
Honda,Jazz,2019,188220,Petrol,Manual,First,Pune,1.54
Hyundai,Venue,2017,94157,Diesel,Automatic,Second,Mumbai,2.08
Chevrolet,Spark,2009,110711,Petrol,Manual,First,Bangalore,0.64
Nissan,Magnite,2009,115090,Petrol,Manual,Second,Ahmedabad,0.83
Ford,Mustang,2011,98321,Diesel,Automatic,First,Bangalore,2.98
Toyota,Urban Cruiser,2022,31465,Petrol,Manual,First,Mumbai,6.4
Maruti Suzuki,Alto,2016,37286,Diesel,Manual,First,Bangalore,1.32
Mahindra,Bolero,2014,59795,Diesel,Automatic,First,Chennai,1.44
Honda,Accord,2009,176250,CNG,Manual,Third,Ahmedabad,0.84
Maruti Suzuki,Swift,2015,113139,Diesel,Manual,First,Jaipur,1.05
Tata,Nexon,2023,108845,Diesel,Automatic,Second,Chennai,3.02
Hyundai,i10,2018,54986,Diesel,Automatic,First,Hyderabad,3.52
Hyundai,Santro,2014,179273,Petrol,Automatic,Second,Mumbai,0.64
Honda,WR-V,2016,179387,Diesel,Automatic,First,Jaipur,1.13
Renault,Duster,2015,80396,Petrol,Manual,Fourth & Above,Chennai,0.58
Renault,Scala,2010,60178,Petrol,Automatic,First,Jaipur,1.14
Ford,Aspire,2008,15745,Diesel,Automatic,Second,Bangalore,1.51
Toyota,Urban Cruiser,2009,84637,LPG,Automatic,First,Kolkata,1.24
Nissan,Micra,2022,141100,Petrol,Automatic,First,Mumbai,2.75
Tata,Altroz,2021,53566,Petrol,Manual,First,Bangalore,3.4
Maruti Suzuki,Alto,2020,48722,Petrol,Automatic,Second,Kolkata,2.21
Renault,Pulse,2009,91623,Petrol,Manual,First,Pune,1.04
Ford,Figo,2023,116074,Diesel,Manual,Second,Ahmedabad,2.55
Ford,Figo,2011,79974,Petrol,Manual,First,Mumbai,1.27
Honda,CR-V,2013,89084,CNG,Automatic,Fourth & Above,Bangalore,1.38
Tata,Tigor,2011,175951,CNG,Manual,Second,Mumbai,0.5
Chevrolet,Trailblazer,2016,160839,Diesel,Automatic,First,Kolkata,1.08
Nissan,Magnite,2011,122353,Diesel,Manual,First,Ahmedabad,1.09
Toyota,Camry,2013,109417,Petrol,Manual,First,Chennai,2.04
Mahindra,XUV500,2013,73099,Petrol,Manual,First,Jaipur,1.31
Honda,CR-V,2017,184729,Diesel,Manual,First,Pune,2.12
Nissan,Magnite,2018,144570,Petrol,Automatic,Third,Pune,1.23
Mahindra,Scorpio,2017,30107,Diesel,Manual,Second,Kolkata,2.01
Mahindra,Marazzo,2008,164865,Petrol,Manual,First,Lucknow,0.7
Tata,Tiago,2015,138768,Petrol,Manual,First,Kolkata,0.6
Tata,Tiago,2019,58839,Petrol,Manual,First,Hyderabad,2.11
Maruti Suzuki,Ciaz,2010,94241,Petrol,Manual,First,Ahmedabad,1.18
Ford,Mustang,2022,28397,LPG,Manual,First,Hyderabad,8.75
Nissan,Evalia,2020,12704,Petrol,Manual,Second,Mumbai,4.13
Honda,WR-V,2013,21442,LPG,Manual,Fourth & Above,Mumbai,1.27
Hyundai,Tucson,2010,199860,Diesel,Manual,First,Lucknow,1.11
Honda,Amaze,2023,134576,LPG,Automatic,First,Pune,3.22
Maruti Suzuki,Ciaz,2022,14765,Diesel,Automatic,First,Bangalore,3.38
Toyota,Corolla,2018,120828,LPG,Manual,Third,Jaipur,1.41
Ford,Ikon,2009,15002,Petrol,Manual,First,Hyderabad,1.27
Hyundai,Verna,2022,16390,Diesel,Manual,First,Delhi,7.66
Renault,Lodgy,2012,180508,Petrol,Manual,Third,Bangalore,0.5
Toyota,Fortuner,2023,11641,Diesel,Manual,First,Ahmedabad,11.8
Tata,Tiago,2021,169781,Diesel,Manual,First,Mumbai,1.91
Mahindra,Marazzo,2023,116119,Diesel,Manual,First,Kolkata,3.18
Renault,Duster,2008,175381,Petrol,Automatic,Second,Lucknow,0.53
Honda,CR-V,2016,20624,Petrol,Automatic,First,Mumbai,4.57
Honda,Amaze,2018,14966,Diesel,Manual,Fourth & Above,Jaipur,2.07
Tata,Tigor,2014,170261,Diesel,Manual,Third,Hyderabad,0.5
Maruti Suzuki,Ciaz,2010,76301,Petrol,Manual,Second,Kolkata,1.01
Nissan,X-Trail,2011,120123,LPG,Manual,First,Pune,1.2
Renault,Scala,2020,153295,Electric,Manual,Second,Bangalore,1.79
Renault,Pulse,2013,83183,LPG,Automatic,First,Bangalore,0.87
Chevrolet,Spark,2010,9959,CNG,Automatic,First,Hyderabad,1.32
Toyota,Glanza,2019,163329,Petrol,Manual,First,Hyderabad,2.02
Ford,Aspire,2014,55802,Electric,Automatic,Second,Hyderabad,1.84
Toyota,Fortuner,2020,129125,Diesel,Manual,Second,Delhi,4.59
Nissan,Micra,2013,128795,Petrol,Manual,Third,Delhi,0.56
Honda,Civic,2016,32215,CNG,Manual,Second,Kolkata,1.83
Honda,Jazz,2019,60046,Petrol,Manual,Second,Chennai,3.05
Honda,Accord,2022,99593,Diesel,Automatic,Third,Hyderabad,5.2
Chevrolet,Beat,2012,170166,Petrol,Automatic,Third,Bangalore,0.5
Honda,Jazz,2011,174741,Diesel,Manual,First,Kolkata,0.81
Nissan,Magnite,2010,172198,Diesel,Automatic,First,Delhi,0.99
Tata,Safari,2017,84036,Diesel,Automatic,First,Mumbai,2.9
Ford,Ikon,2008,114864,Petrol,Manual,First,Jaipur,0.77
Nissan,Evalia,2010,125333,Diesel,Manual,Second,Chennai,1.11
Ford,Figo,2010,21772,Diesel,Automatic,Fourth & Above,Ahmedabad,1.21
Nissan,Terrano,2014,184658,Petrol,Automatic,Third,Hyderabad,0.56
Honda,Amaze,2014,56943,LPG,Manual,First,Mumbai,1.46
Tata,Altroz,2020,73868,Diesel,Manual,First,Lucknow,2.23
Renault,Pulse,2022,54855,LPG,Manual,First,Hyderabad,2.12
Toyota,Yaris,2019,158290,Petrol,Automatic,First,Delhi,2.88
Mahindra,KUV100,2008,106124,Petrol,Automatic,First,Bangalore,1.19
Tata,Tigor,2010,62205,Petrol,Manual,Third,Mumbai,0.58
Renault,Scala,2020,141031,Diesel,Manual,First,Hyderabad,1.87
Maruti Suzuki,Wagon R,2015,181206,Petrol,Automatic,First,Bangalore,0.71
Nissan,GT-R,2023,30874,Diesel,Manual,First,Pune,11.57
Maruti Suzuki,Swift,2016,136007,Petrol,Automatic,First,Hyderabad,1.32
Renault,Lodgy,2014,6301,Petrol,Manual,Third,Bangalore,0.92
Tata,Tigor,2014,63017,Diesel,Manual,Second,Delhi,1.07
Nissan,Kicks,2019,48319,Electric,Manual,First,Jaipur,4.1
Mahindra,Bolero,2022,27455,Petrol,Manual,Third,Jaipur,2.49
Honda,Civic,2023,140184,Diesel,Automatic,First,Hyderabad,4.76
Nissan,X-Trail,2018,62033,Diesel,Automatic,Second,Kolkata,3.61
Nissan,Evalia,2015,194432,Diesel,Automatic,First,Chennai,0.7
Tata,Punch,2013,168217,LPG,Manual,Second,Chennai,0.57
Tata,Hexa,2018,111924,Electric,Manual,First,Mumbai,2.68
Renault,Lodgy,2010,37735,Petrol,Manual,Second,Chennai,0.89
Hyundai,Elantra,2022,77781,Diesel,Automatic,Second,Hyderabad,5.64
Nissan,X-Trail,2008,131031,Diesel,Manual,First,Kolkata,1.42
Toyota,Glanza,2014,133305,Diesel,Automatic,Third,Jaipur,1.03
Nissan,Micra,2008,113049,Petrol,Automatic,First,Chennai,0.92
Renault,Scala,2008,157783,LPG,Manual,Third,Bangalore,0.5
Ford,Ikon,2023,10630,CNG,Automatic,First,Pune,5.18
Maruti Suzuki,Swift,2016,70488,Petrol,Automatic,Second,Chennai,1.5
Honda,City,2020,139278,Petrol,Automatic,Second,Delhi,3.21
Hyundai,i10,2017,61289,LPG,Manual,First,Kolkata,1.19
Mahindra,XUV500,2014,23953,Petrol,Automatic,First,Chennai,1.59
Mahindra,Marazzo,2020,105932,Diesel,Manual,First,Kolkata,2.65
Mahindra,XUV300,2018,146140,Petrol,Manual,Second,Jaipur,1.11
Tata,Harrier,2020,83930,Petrol,Manual,Fourth & Above,Chennai,1.94
Mahindra,Thar,2011,191988,Petrol,Manual,First,Pune,0.68
Honda,WR-V,2013,6067,Petrol,Automatic,First,Chennai,2.04
Maruti Suzuki,Baleno,2008,55658,Petrol,Manual,Second,Mumbai,1.45
Mahindra,Scorpio,2014,57165,Diesel,Manual,First,Delhi,1.44
Nissan,X-Trail,2019,85781,Diesel,Manual,Third,Pune,2.53
Nissan,Micra,2022,145931,Petrol,Automatic,First,Ahmedabad,2.08
Tata,Tigor,2023,34164,Diesel,Automatic,First,Jaipur,4.46
Honda,Accord,2013,109946,Diesel,Manual,Second,Chennai,1.96
Maruti Suzuki,Baleno,2011,132580,Diesel,Automatic,First,Pune,1.28
Hyundai,i20,2014,104251,Diesel,Manual,Second,Bangalore,1.26
Renault,Kwid,2010,25773,Diesel,Manual,First,Jaipur,1.06
Maruti Suzuki,Ertiga,2008,193367,Electric,Automatic,First,Ahmedabad,0.95
Renault,Pulse,2011,38939,Diesel,Automatic,Second,Mumbai,1.52
Ford,Aspire,2010,184671,Petrol,Automatic,First,Delhi,0.98
Renault,Kwid,2008,142186,Diesel,Manual,First,Lucknow,0.5
Toyota,Innova,2009,103475,Petrol,Manual,Fourth & Above,Jaipur,0.91
Nissan,Micra,2018,17818,Petrol,Manual,Third,Lucknow,1.22
Honda,Accord,2012,14335,Diesel,Manual,Third,Bangalore,3.08
Chevrolet,Aveo,2022,60008,CNG,Manual,Fourth & Above,Bangalore,1.33
Tata,Nexon,2015,76745,Petrol,Manual,First,Lucknow,0.96
Toyota,Glanza,2008,179220,LPG,Manual,First,Jaipur,0.63
Renault,Captur,2011,8577,Petrol,Manual,First,Bangalore,1.92
Mahindra,XUV300,2021,78916,Petrol,Manual,Third,Lucknow,1.6
Honda,Jazz,2011,140148,Electric,Automatic,Second,Kolkata,1.6
Toyota,Glanza,2012,168997,Diesel,Manual,Second,Pune,0.86
Tata,Punch,2014,187941,CNG,Automatic,Third,Bangalore,0.5
Nissan,Evalia,2020,64314,CNG,Manual,First,Lucknow,2.27
Honda,Amaze,2019,46205,LPG,Manual,First,Ahmedabad,2.48
Tata,Safari,2015,147167,Petrol,Manual,First,Delhi,1.06
Ford,Endeavour,2022,118583,Petrol,Manual,First,Pune,3.92
Ford,Mustang,2013,89715,CNG,Manual,First,Delhi,2.08
Tata,Altroz,2008,61680,Diesel,Automatic,First,Jaipur,1.19
Toyota,Fortuner,2014,33400,Diesel,Manual,Second,Pune,3.13
Honda,Jazz,2010,112345,Petrol,Manual,First,Jaipur,1.14
Toyota,Corolla,2022,92110,Petrol,Manual,Second,Chennai,4.68
Hyundai,i20,2020,125120,Diesel,Automatic,First,Bangalore,3.28
Renault,Lodgy,2020,33562,Petrol,Manual,Fourth & Above,Delhi,1.74
Hyundai,i10,2020,176735,Petrol,Automatic,Second,Ahmedabad,1.38
Ford,Mustang,2013,23510,Petrol,Manual,Fourth & Above,Chennai,2.06
Nissan,X-Trail,2022,66608,Petrol,Manual,First,Delhi,4.9
Maruti Suzuki,Baleno,2023,57182,CNG,Manual,First,Jaipur,3.6
Renault,Fluence,2015,31883,Diesel,Automatic,First,Ahmedabad,1.86
Ford,Endeavour,2014,171916,Petrol,Automatic,First,Kolkata,1.26
Toyota,Urban Cruiser,2023,154800,Petrol,Manual,First,Ahmedabad,3.77
Toyota,Etios,2017,16094,Diesel,Manual,First,Kolkata,2.69
Toyota,Etios,2013,138479,Petrol,Manual,First,Hyderabad,1.04
Nissan,X-Trail,2016,191484,CNG,Manual,Third,Kolkata,0.56
Hyundai,Tucson,2016,17644,CNG,Manual,First,Kolkata,2.18
Maruti Suzuki,Baleno,2008,90834,LPG,Automatic,Fourth & Above,Chennai,0.81
Toyota,Etios,2008,113982,Diesel,Automatic,First,Kolkata,1.57
Chevrolet,Cruze,2008,196818,Petrol,Manual,First,Hyderabad,0.52
Renault,Fluence,2015,57748,Diesel,Automatic,First,Bangalore,1.82
Honda,WR-V,2019,64021,Petrol,Automatic,Second,Chennai,3.09
Chevrolet,Tavera,2020,67651,Petrol,Manual,Second,Ahmedabad,2.26
Maruti Suzuki,Ciaz,2021,41807,Petrol,Manual,Second,Pune,3.88
Nissan,Magnite,2019,170144,Diesel,Automatic,First,Ahmedabad,1.92
Maruti Suzuki,Ertiga,2021,174470,Petrol,Manual,First,Delhi,1.92
Honda,CR-V,2017,33669,Petrol,Manual,First,Jaipur,3.62
Renault,Triber,2014,166233,Diesel,Automatic,First,Hyderabad,0.66
Honda,Amaze,2010,143354,Electric,Manual,Fourth & Above,Kolkata,0.77
Tata,Tigor,2020,31539,Petrol,Automatic,Third,Hyderabad,2.68
Renault,Kwid,2009,139379,Diesel,Manual,First,Delhi,0.84
Maruti Suzuki,Ertiga,2011,22745,Petrol,Manual,Second,Chennai,1.31
Toyota,Urban Cruiser,2010,175505,LPG,Manual,First,Hyderabad,0.76
Maruti Suzuki,Swift,2014,39555,Petrol,Manual,First,Delhi,1.82
Maruti Suzuki,Wagon R,2017,137145,LPG,Manual,First,Ahmedabad,0.89
Renault,Pulse,2022,37683,Petrol,Manual,First,Lucknow,2.77
Tata,Tiago,2022,30741,CNG,Automatic,Second,Lucknow,2.24
Maruti Suzuki,Dzire,2015,158358,Petrol,Manual,First,Kolkata,0.73
Chevrolet,Enjoy,2013,8599,Petrol,Manual,Third,Kolkata,0.79
Ford,Endeavour,2010,133513,Petrol,Manual,First,Ahmedabad,1.32
Mahindra,XUV500,2013,32293,Petrol,Manual,First,Mumbai,1.73
Mahindra,Bolero,2022,20389,CNG,Manual,First,Pune,3.56
Maruti Suzuki,Dzire,2023,17318,Diesel,Manual,Second,Delhi,4.8
Chevrolet,Cruze,2009,184947,Diesel,Automatic,Second,Mumbai,0.76
Toyota,Camry,2022,8055,Electric,Manual,Second,Hyderabad,11.87
Nissan,GT-R,2019,126164,Diesel,Automatic,First,Chennai,7.93
Nissan,X-Trail,2014,87579,Electric,Manual,First,Mumbai,2.18
Renault,Lodgy,2021,142392,Petrol,Manual,First,Lucknow,1.3
Mahindra,XUV700,2018,109817,LPG,Manual,First,Pune,1.89
Maruti Suzuki,Alto,2017,9642,Petrol,Automatic,Second,Lucknow,1.5
Nissan,Terrano,2021,14321,Diesel,Manual,First,Pune,5.75
Maruti Suzuki,Alto,2014,84968,Diesel,Manual,First,Bangalore,1.02
Renault,Lodgy,2011,195690,Diesel,Manual,First,Pune,0.5
Mahindra,XUV500,2020,107770,Diesel,Automatic,First,Lucknow,2.65
Honda,CR-V,2015,162116,Petrol,Automatic,Second,Jaipur,1.24
Ford,Ikon,2011,158043,Electric,Manual,Second,Pune,0.72
Ford,Ikon,2014,114762,Electric,Manual,Second,Mumbai,1.39
Nissan,X-Trail,2011,119183,Electric,Automatic,Second,Lucknow,1.19
Ford,Figo,2023,122159,Electric,Automatic,First,Pune,4.34
Honda,Accord,2020,30727,CNG,Manual,Second,Ahmedabad,4.9
Maruti Suzuki,Ciaz,2019,158631,Electric,Automatic,First,Hyderabad,2.4
Renault,Lodgy,2012,78820,LPG,Manual,Second,Ahmedabad,0.75
Honda,City,2014,114062,Diesel,Manual,Second,Ahmedabad,1.2
Renault,Triber,2020,32476,CNG,Manual,Second,Jaipur,1.99
Renault,Fluence,2021,198755,LPG,Manual,First,Bangalore,1.36
Mahindra,XUV300,2021,147063,Diesel,Manual,Fourth & Above,Hyderabad,1.59
Maruti Suzuki,Vitara Brezza,2020,125355,Diesel,Manual,Second,Pune,2.44
Chevrolet,Aveo,2017,75047,Petrol,Manual,Second,Delhi,1.23
Ford,Freestyle,2010,146868,CNG,Manual,First,Kolkata,0.87
Chevrolet,Cruze,2017,8881,Electric,Manual,First,Bangalore,3.07
Mahindra,KUV100,2012,20668,Petrol,Manual,First,Kolkata,1.14
Renault,Duster,2018,170384,Petrol,Automatic,First,Jaipur,1.03
Nissan,Micra,2021,33106,Petrol,Manual,First,Ahmedabad,3.23
Ford,Ikon,2010,20729,Diesel,Manual,Third,Jaipur,0.8
Ford,EcoSport,2012,134354,Petrol,Manual,First,Jaipur,0.88
Maruti Suzuki,Alto,2021,75320,Diesel,Automatic,Second,Ahmedabad,3.05
Tata,Nexon,2010,59913,Electric,Manual,First,Ahmedabad,1.83
Hyundai,Creta,2018,193098,Diesel,Manual,First,Pune,1.64
Hyundai,i20,2017,64402,Petrol,Automatic,Third,Pune,1.69
Hyundai,Creta,2018,126649,LPG,Manual,Second,Pune,1.81
Tata,Altroz,2014,108930,Diesel,Manual,First,Lucknow,0.8
Maruti Suzuki,Wagon R,2020,173354,Petrol,Manual,First,Pune,1.12
Tata,Harrier,2008,174290,Diesel,Automatic,First,Jaipur,0.83
Hyundai,Venue,2016,154022,Diesel,Manual,First,Lucknow,0.97
Mahindra,XUV300,2016,64739,CNG,Automatic,First,Mumbai,1.92
Honda,Jazz,2012,9507,LPG,Manual,First,Lucknow,1.52
Renault,Captur,2016,182375,Petrol,Automatic,Second,Pune,0.78
Tata,Harrier,2017,107552,Petrol,Manual,First,Ahmedabad,1.8
Maruti Suzuki,Vitara Brezza,2020,84059,Petrol,Manual,First,Mumbai,3.71
Maruti Suzuki,Ertiga,2022,160739,Diesel,Manual,Second,Pune,1.93
Chevrolet,Cruze,2013,140064,CNG,Manual,Third,Jaipur,0.5
Honda,Accord,2022,135514,Diesel,Manual,Fourth & Above,Pune,3.66
Nissan,Terrano,2012,92680,Petrol,Automatic,Second,Delhi,1.26
Ford,Figo,2020,30530,Electric,Manual,First,Mumbai,4.9
Hyundai,Venue,2010,20305,LPG,Manual,First,Chennai,1.71
Nissan,Kicks,2018,114097,Petrol,Manual,Third,Pune,1.27
Chevrolet,Trailblazer,2018,188201,CNG,Manual,Third,Lucknow,0.59
Hyundai,Santro,2015,57044,Diesel,Automatic,Second,Lucknow,1.09
Honda,CR-V,2023,135436,Petrol,Manual,First,Jaipur,4.59
Chevrolet,Trailblazer,2011,94363,Petrol,Manual,First,Kolkata,1.04
Hyundai,i10,2023,63817,Petrol,Manual,Third,Hyderabad,2.77
Honda,Accord,2017,108038,Petrol,Manual,First,Pune,2.77
Toyota,Camry,2020,51666,Diesel,Manual,Second,Pune,6.82
Nissan,Magnite,2022,162245,Petrol,Manual,Fourth & Above,Jaipur,1.08
Nissan,Magnite,2020,23909,Petrol,Automatic,Second,Kolkata,3.71
Ford,Freestyle,2010,167079,Diesel,Automatic,First,Delhi,0.97
Honda,CR-V,2020,149057,Petrol,Automatic,First,Ahmedabad,2.96
Tata,Tigor,2013,27525,Diesel,Automatic,First,Bangalore,1.35
Toyota,Camry,2015,117293,Diesel,Manual,Second,Jaipur,1.89
Mahindra,XUV700,2020,106046,Diesel,Manual,First,Kolkata,2.72
Hyundai,i20,2022,42403,Electric,Automatic,First,Mumbai,7.33
Toyota,Innova,2016,173265,Petrol,Automatic,First,Chennai,1.55
Honda,City,2021,139902,Diesel,Manual,First,Jaipur,3.21
Renault,Triber,2013,192216,Petrol,Manual,Fourth & Above,Mumbai,0.5
Hyundai,Tucson,2012,136605,LPG,Manual,Second,Ahmedabad,0.98
Maruti Suzuki,Ciaz,2019,157018,CNG,Manual,First,Ahmedabad,1.42
Nissan,GT-R,2018,28504,Petrol,Manual,Third,Jaipur,4.02
Honda,CR-V,2009,115551,Diesel,Automatic,Second,Jaipur,1.88
Maruti Suzuki,Alto,2009,60715,Petrol,Manual,Second,Pune,1.08
Ford,Figo,2016,164327,Electric,Manual,Second,Kolkata,0.79
Chevrolet,Enjoy,2009,192513,Petrol,Manual,Second,Hyderabad,0.5
Mahindra,Thar,2009,41855,CNG,Manual,First,Jaipur,1.19
Mahindra,Scorpio,2010,46721,Petrol,Manual,First,Kolkata,1.36
Maruti Suzuki,Alto,2023,116597,Diesel,Automatic,Second,Bangalore,2.27
Nissan,X-Trail,2010,177922,Electric,Automatic,First,Jaipur,1.47
Ford,Fiesta,2011,105659,LPG,Automatic,First,Lucknow,1.18
Renault,Fluence,2014,39723,Petrol,Manual,First,Mumbai,1.63
Nissan,GT-R,2016,171811,Diesel,Manual,First,Mumbai,3.33
Toyota,Fortuner,2009,10539,Petrol,Automatic,First,Lucknow,3.15
Mahindra,Scorpio,2011,121360,Diesel,Manual,Second,Chennai,1.06
Toyota,Yaris,2016,106140,Petrol,Automatic,First,Delhi,2.33
Hyundai,i20,2021,157383,Petrol,Automatic,First,Hyderabad,2.52
Tata,Tiago,2009,74180,Diesel,Manual,Third,Delhi,0.86
Honda,BR-V,2017,121985,Petrol,Manual,Second,Hyderabad,1.7
Ford,Fiesta,2018,90981,Diesel,Manual,First,Ahmedabad,3.01
Nissan,Terrano,2020,40934,Petrol,Manual,First,Ahmedabad,3.84
Mahindra,Thar,2008,145583,Petrol,Manual,Second,Bangalore,0.84
Toyota,Glanza,2017,136255,Diesel,Automatic,Second,Jaipur,1.57
Chevrolet,Tavera,2015,14475,Petrol,Automatic,First,Lucknow,1.28
Hyundai,i20,2016,199202,Petrol,Manual,Third,Lucknow,0.5
Honda,Civic,2014,64577,Diesel,Manual,Second,Lucknow,1.81
Honda,City,2015,31008,Diesel,Manual,Third,Pune,1.47
Nissan,Evalia,2011,184013,Diesel,Manual,First,Chennai,0.7
Ford,Ikon,2023,47756,Petrol,Manual,First,Ahmedabad,3.24
Renault,Lodgy,2011,85730,Petrol,Manual,First,Chennai,0.9
Chevrolet,Beat,2020,163984,LPG,Manual,First,Chennai,1.07
Nissan,Kicks,2009,87702,Electric,Manual,First,Ahmedabad,1.96
Toyota,Fortuner,2015,186731,Petrol,Manual,First,Chennai,1.19
Tata,Hexa,2022,51840,Diesel,Manual,Second,Mumbai,4.69
Maruti Suzuki,Swift,2018,43623,Petrol,Manual,First,Pune,2.79
Renault,Lodgy,2009,68303,Petrol,Manual,First,Ahmedabad,1.03
Ford,Fiesta,2016,51062,Petrol,Manual,Third,Bangalore,1.52
Hyundai,i10,2021,61690,Diesel,Automatic,First,Delhi,4.96
Renault,Duster,2011,103980,Petrol,Automatic,First,Pune,1.19
Mahindra,Thar,2008,159706,LPG,Manual,Second,Mumbai,0.77
Ford,Figo,2020,140162,Diesel,Manual,Fourth & Above,Kolkata,0.96
Tata,Safari,2011,50266,Petrol,Manual,Third,Pune,1.22
Mahindra,Thar,2010,166080,CNG,Manual,First,Ahmedabad,0.8
Renault,Scala,2019,92643,Petrol,Automatic,Third,Hyderabad,1.47
Maruti Suzuki,Alto,2013,63704,Diesel,Manual,First,Pune,1.02
Maruti Suzuki,Vitara Brezza,2023,198938,Petrol,Manual,Second,Delhi,1.69
Tata,Safari,2014,122374,Petrol,Manual,First,Ahmedabad,1.24
Honda,Civic,2015,13382,Petrol,Automatic,Second,Ahmedabad,2.33
Chevrolet,Spark,2009,183846,Petrol,Automatic,First,Kolkata,0.5
Hyundai,Santro,2013,94609,Petrol,Manual,Second,Bangalore,0.71
Honda,Civic,2022,51698,Petrol,Automatic,Second,Ahmedabad,5.87
Maruti Suzuki,Wagon R,2013,6110,Electric,Manual,First,Kolkata,1.89
Maruti Suzuki,Swift,2017,120266,Petrol,Manual,First,Bangalore,1.64
Toyota,Glanza,2019,136458,Petrol,Manual,Second,Jaipur,1.69
Mahindra,XUV300,2012,194585,Electric,Manual,First,Jaipur,0.66
Renault,Duster,2017,52801,Diesel,Manual,First,Hyderabad,1.62
Hyundai,Elantra,2017,119012,Diesel,Automatic,Second,Ahmedabad,2.09
